loan_amnt,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,verification_status,purpose,dti,delinq_2yrs,fico_range_low,revol_util,loan_status
12400,60 months,16.28,303.39,D,10+ years,RENT,73600,Not Verified,credit_card,15.25,1,670,51.3,Charged Off
14900,36 months,18.66,543.62,D,8 years,RENT,116700,Not Verified,debt_consolidation,12.53,1,684,,Fully Paid
4800,36 months,15.85,168.4,C,10+ years,MORTGAGE,70400,Not Verified,debt_consolidation,19.03,0,675,50.7,Fully Paid
24500,36 months,6.88,755.15,A,5 years,OWN,69500,Not Verified,debt_consolidation,4.56,0,724,47.1,Fully Paid
21500,36 months,7.4,667.8,A,10+ years,OWN,64000,Source Verified,debt_consolidation,31.11,1,717,63.6,Fully Paid
12500,36 months,15.9,438.85,C,< 1 year,OWN,42200,Source Verified,debt_consolidation,6.9,0,695,72.6,Fully Paid
15400,36 months,9.41,492.66,B,,MORTGAGE,46500,Verified,debt_consolidation,8.98,0,729,38.5,Fully Paid
11000,36 months,10.45,357.27,B,10+ years,RENT,128100,Verified,debt_consolidation,24.86,0,720,52.6,Charged Off
25500,36 months,16.88,907.62,C,10+ years,RENT,79400,Source Verified,credit_card,4.22,0,691,35.6,Fully Paid
20200,36 months,11.1,662.28,B,10+ years,RENT,103300,Not Verified,debt_consolidation,24.11,0,705,33.5,Fully Paid
30400,36 months,15.25,1057.55,C,8 years,MORTGAGE,149600,Source Verified,car,9.17,0,714,71.9,Fully Paid
4300,36 months,6.88,132.54,A,10+ years,RENT,31600,Source Verified,credit_card,11.3,2,749,39.7,Fully Paid
9700,60 months,8.95,201.12,B,9 years,RENT,92700,Source Verified,debt_consolidation,15.64,0,718,74.6,Fully Paid
4800,36 months,10.33,155.63,B,10+ years,MORTGAGE,61100,Source Verified,credit_card,28.09,0,713,43.5,Fully Paid
4500,36 months,6.67,138.27,A,8 years,MORTGAGE,21900,Source Verified,debt_consolidation,11.45,1,730,73.1,Fully Paid
15400,36 months,9.47,493.09,B,3 years,RENT,36800,Source Verified,debt_consolidation,8.94,0,711,60.9,Fully Paid
10900,36 months,6.55,334.32,A,10+ years,OWN,153600,Not Verified,credit_card,25.12,1,726,51.2,Fully Paid
11300,36 months,13.28,382.27,C,7 years,MORTGAGE,33500,Verified,credit_card,24.34,0,678,46.0,Fully Paid
37600,36 months,19.32,1384.36,D,,MORTGAGE,66000,Verified,debt_consolidation,20.07,0,680,29.6,Fully Paid
13900,36 months,26.49,563.67,G,10+ years,MORTGAGE,24900,Verified,home_improvement,16.5,0,666,53.6,Charged Off
15500,36 months,13.15,523.38,C,10+ years,OWN,21100,Source Verified,debt_consolidation,9.56,0,698,54.2,Charged Off
12700,60 months,13.98,295.38,C,10+ years,MORTGAGE,115200,Source Verified,debt_consolidation,10.24,0,691,42.2,Fully Paid
30600,36 months,17.05,1091.74,D,5 years,OWN,29400,Verified,debt_consolidation,22.11,0,679,65.6,Fully Paid
14700,36 months,11.87,487.34,B,7 years,RENT,33000,Source Verified,debt_consolidation,9.61,0,722,42.5,Fully Paid
10200,36 months,15.57,356.44,C,,RENT,59300,Not Verified,debt_consolidation,8.23,0,693,25.5,Charged Off
5600,36 months,11.53,184.75,B,9 years,OWN,166500,Not Verified,debt_consolidation,24.29,0,720,18.4,Charged Off
16300,60 months,15.25,389.92,D,2 years,MORTGAGE,37700,Verified,debt_consolidation,23.97,0,681,29.5,Fully Paid
11700,60 months,28.23,365.91,G,8 years,OWN,121700,Not Verified,debt_consolidation,4.23,0,643,86.8,Charged Off
27300,36 months,11.75,903.49,C,,MORTGAGE,178300,Verified,major_purchase,23.67,0,704,37.5,Fully Paid
20200,36 months,9.57,647.73,B,10+ years,RENT,33100,Source Verified,debt_consolidation,15.38,0,732,64.9,Fully Paid
9500,36 months,10.32,307.97,B,7 years,RENT,85900,Verified,credit_card,27.1,1,736,31.9,Charged Off
18600,60 months,11.46,408.69,B,10+ years,MORTGAGE,108600,Verified,home_improvement,18.53,0,706,19.8,Fully Paid
21700,36 months,6.37,663.8,A,10+ years,RENT,58800,Source Verified,debt_consolidation,9.03,2,736,69.9,Fully Paid
4700,36 months,15.88,164.96,D,6 years,RENT,128300,Not Verified,debt_consolidation,20.19,0,663,69.7,Fully Paid
12600,36 months,6.71,387.38,A,10+ years,RENT,33800,Not Verified,debt_consolidation,10.13,0,729,50.1,Fully Paid
3200,36 months,11.23,105.11,B,4 years,MORTGAGE,51600,Source Verified,debt_consolidation,12.21,0,716,52.8,Fully Paid
11500,36 months,11.26,377.91,B,10+ years,MORTGAGE,38600,Verified,debt_consolidation,11.85,0,710,64.0,Fully Paid
6700,60 months,11.96,148.9,B,2 years,RENT,48100,Source Verified,home_improvement,11.35,0,735,96.1,Fully Paid
6000,36 months,15.09,208.26,C,10+ years,MORTGAGE,99400,Not Verified,debt_consolidation,21.74,0,711,17.4,Fully Paid
10700,36 months,13.51,363.16,C,1 year,MORTGAGE,123500,Verified,debt_consolidation,12.98,1,713,55.0,Charged Off
5900,36 months,16.48,208.83,E,10+ years,OWN,19200,Source Verified,debt_consolidation,26.14,1,663,60.9,Charged Off
7300,36 months,19.11,268.0,E,3 years,MORTGAGE,105100,Not Verified,small_business,30.01,0,671,47.0,Fully Paid
5500,36 months,16.24,194.02,D,2 years,RENT,76600,Source Verified,major_purchase,9.69,0,669,28.1,Fully Paid
7500,36 months,16.25,264.6,D,10+ years,RENT,65200,Not Verified,home_improvement,12.43,0,696,62.3,Fully Paid
9400,60 months,12.53,211.62,B,< 1 year,MORTGAGE,60400,Verified,credit_card,11.31,2,705,24.0,Fully Paid
9400,60 months,9.95,199.49,B,1 year,RENT,105400,Verified,debt_consolidation,18.58,2,717,75.6,Fully Paid
8200,60 months,12.39,184.02,D,6 years,MORTGAGE,36500,Verified,debt_consolidation,10.9,0,698,49.7,Fully Paid
12100,36 months,7.01,373.67,A,10+ years,MORTGAGE,47800,Not Verified,debt_consolidation,13.64,2,767,71.6,Fully Paid
17600,36 months,11.04,576.53,B,,MORTGAGE,187500,Not Verified,debt_consolidation,21.9,0,692,88.9,Fully Paid
9000,60 months,10.91,195.28,B,< 1 year,MORTGAGE,152900,Not Verified,credit_card,10.81,0,693,71.7,Fully Paid
21100,36 months,21.03,795.27,E,7 years,RENT,60200,Source Verified,debt_consolidation,21.81,0,670,31.2,Charged Off
8400,60 months,15.45,201.83,D,4 years,MORTGAGE,66700,Verified,major_purchase,17.19,0,693,51.4,Fully Paid
8900,36 months,11.33,292.77,B,10+ years,MORTGAGE,73900,Verified,debt_consolidation,26.0,3,705,48.8,Charged Off
8600,60 months,6.6,168.67,A,4 years,MORTGAGE,80200,Not Verified,debt_consolidation,18.34,0,751,83.4,Fully Paid
17900,36 months,9.34,572.05,B,4 years,MORTGAGE,110200,Source Verified,debt_consolidation,20.45,1,704,78.0,Fully Paid
21600,36 months,10.18,698.8,B,10+ years,RENT,78600,Not Verified,credit_card,17.59,0,717,42.0,Fully Paid
11300,36 months,10.56,367.6,B,7 years,MORTGAGE,60100,Source Verified,debt_consolidation,16.56,0,713,90.5,Fully Paid
8900,36 months,13.86,303.58,C,8 years,MORTGAGE,83200,Verified,debt_consolidation,49.85,0,697,19.9,Charged Off
5800,36 months,7.08,179.3,A,7 years,OWN,225800,Not Verified,home_improvement,6.98,0,732,40.4,Fully Paid
13100,36 months,14.91,453.54,C,7 years,MORTGAGE,47800,Not Verified,debt_consolidation,16.96,0,701,61.7,Fully Paid
13100,60 months,15.83,317.38,D,5 years,RENT,221500,Source Verified,debt_consolidation,16.85,0,681,75.7,Fully Paid
13200,60 months,10.84,285.95,B,4 years,MORTGAGE,35900,Not Verified,debt_consolidation,19.43,0,709,56.6,Fully Paid
10700,36 months,9.12,340.86,B,,RENT,48700,Verified,debt_consolidation,19.72,0,706,45.3,Fully Paid
10600,36 months,6.84,326.52,A,10+ years,MORTGAGE,18300,Verified,debt_consolidation,11.74,0,752,59.7,Fully Paid
23900,60 months,13.8,553.64,C,6 years,RENT,49600,Source Verified,debt_consolidation,21.88,1,698,68.9,Fully Paid
16800,60 months,14.55,395.71,C,10+ years,RENT,174600,Not Verified,major_purchase,14.38,0,689,25.1,Fully Paid
22700,60 months,19.22,591.6,E,10+ years,MORTGAGE,51800,Verified,debt_consolidation,14.94,0,676,36.2,Fully Paid
10700,60 months,10.59,230.46,B,< 1 year,RENT,65600,Verified,debt_consolidation,29.21,1,703,79.1,Charged Off
10200,36 months,12.54,341.42,C,7 years,MORTGAGE,40400,Not Verified,debt_consolidation,17.2,0,700,40.5,Fully Paid
11300,36 months,15.79,396.1,D,7 years,MORTGAGE,36400,Not Verified,debt_consolidation,11.37,1,682,26.2,Fully Paid
24900,36 months,30.0,1057.04,G,6 years,RENT,57300,Not Verified,car,17.85,0,658,43.2,Charged Off
20200,36 months,9.15,643.77,B,2 years,MORTGAGE,43500,Source Verified,debt_consolidation,22.97,0,711,52.8,Fully Paid
9300,36 months,10.73,303.28,C,7 years,OWN,41300,Not Verified,major_purchase,33.99,0,711,33.1,Charged Off
37800,36 months,15.58,1321.11,C,10+ years,RENT,86300,Not Verified,major_purchase,12.55,0,682,43.2,Fully Paid
5300,36 months,9.2,169.03,B,1 year,MORTGAGE,54600,Source Verified,debt_consolidation,18.42,0,729,46.6,Fully Paid
18300,60 months,14.28,428.47,C,10+ years,RENT,139300,Verified,debt_consolidation,22.08,1,684,20.8,Charged Off
8700,60 months,29.07,276.53,G,2 years,MORTGAGE,77100,Verified,debt_consolidation,16.79,0,645,55.6,Charged Off
13100,36 months,8.99,416.52,B,,MORTGAGE,61500,Source Verified,major_purchase,28.78,0,722,37.2,Fully Paid
9900,60 months,13.49,227.75,C,10+ years,RENT,37400,Verified,debt_consolidation,18.87,0,715,60.8,Fully Paid
21600,60 months,17.39,541.36,D,2 years,MORTGAGE,101400,Verified,debt_consolidation,8.08,0,658,32.6,Fully Paid
11800,36 months,13.48,400.32,C,10+ years,RENT,69100,Not Verified,debt_consolidation,18.91,0,712,59.8,Fully Paid
2300,36 months,6.34,70.33,A,10+ years,RENT,61300,Not Verified,home_improvement,3.26,0,730,42.2,Fully Paid
15000,60 months,16.11,365.65,D,10+ years,RENT,51300,Verified,debt_consolidation,20.97,0,688,20.8,Fully Paid
23400,36 months,13.6,795.22,C,4 years,RENT,41200,Source Verified,debt_consolidation,13.26,1,714,67.2,Fully Paid
12400,36 months,11.11,406.61,B,10+ years,MORTGAGE,104700,Verified,debt_consolidation,6.56,0,715,80.0,Fully Paid
13200,36 months,20.07,491.03,E,,RENT,49700,Verified,credit_card,23.96,1,680,33.8,Fully Paid
16100,36 months,6.98,496.97,A,8 years,MORTGAGE,141200,Verified,debt_consolidation,16.78,2,743,64.9,Fully Paid
8200,60 months,10.83,177.59,B,2 years,OWN,147000,Verified,debt_consolidation,17.54,0,725,59.0,Fully Paid
19200,36 months,13.49,651.46,C,5 years,RENT,35300,Verified,debt_consolidation,22.37,0,692,39.9,Fully Paid
12100,36 months,21.88,461.35,E,4 years,RENT,36800,Source Verified,debt_consolidation,13.85,1,677,64.3,Charged Off
18700,36 months,9.07,595.26,B,2 years,MORTGAGE,32100,Verified,credit_card,22.55,1,706,24.0,Fully Paid
13400,36 months,10.2,433.64,B,1 year,RENT,48800,Not Verified,debt_consolidation,12.61,2,701,62.3,Fully Paid
11100,36 months,7.54,345.48,A,10+ years,RENT,57500,Not Verified,credit_card,23.88,0,746,24.8,Fully Paid
31900,36 months,6.88,983.23,A,10+ years,MORTGAGE,13100,Source Verified,home_improvement,13.88,0,736,88.0,Fully Paid
20900,36 months,11.74,691.59,B,10+ years,RENT,81900,Verified,credit_card,18.35,0,702,21.2,Fully Paid
11200,60 months,17.65,282.28,C,4 years,MORTGAGE,33900,Verified,debt_consolidation,14.09,0,685,35.3,Fully Paid
11100,60 months,16.71,274.14,D,2 years,OWN,179100,Source Verified,debt_consolidation,19.66,1,692,71.2,Fully Paid
11800,60 months,11.57,259.93,B,4 years,RENT,93600,Source Verified,credit_card,6.83,0,722,49.4,Fully Paid
5100,36 months,15.85,178.92,D,2 years,OWN,106400,Verified,debt_consolidation,19.55,0,698,65.8,Charged Off
18300,36 months,8.82,580.4,A,4 years,MORTGAGE,45400,Source Verified,credit_card,27.51,0,755,23.8,Fully Paid
34800,60 months,8.19,708.79,B,4 years,RENT,115000,Verified,credit_card,23.07,1,710,25.2,Fully Paid
18800,36 months,6.87,579.37,A,10+ years,MORTGAGE,97900,Verified,debt_consolidation,8.86,0,726,83.0,Fully Paid
26100,60 months,16.08,635.81,C,4 years,MORTGAGE,94600,Source Verified,debt_consolidation,29.1,0,686,33.8,Fully Paid
7900,36 months,11.29,259.72,B,10+ years,OWN,105000,Verified,debt_consolidation,15.08,1,734,58.4,Fully Paid
18900,60 months,13.52,435.08,C,1 year,MORTGAGE,64000,Not Verified,major_purchase,13.53,0,698,68.1,Charged Off
25900,36 months,16.35,915.05,D,10+ years,RENT,133100,Verified,credit_card,22.33,0,669,56.8,Fully Paid
10300,36 months,19.44,379.85,E,2 years,OWN,47300,Not Verified,debt_consolidation,13.03,1,681,63.5,Fully Paid
7900,60 months,10.58,170.12,B,10+ years,RENT,59500,Not Verified,debt_consolidation,9.77,0,733,62.4,Charged Off
22500,36 months,14.1,770.09,C,4 years,MORTGAGE,210800,Verified,other,5.38,0,703,65.5,Fully Paid
23400,36 months,13.49,793.97,C,9 years,MORTGAGE,62600,Verified,credit_card,33.72,0,697,43.6,Charged Off
15300,36 months,18.81,559.37,E,3 years,MORTGAGE,53500,Verified,debt_consolidation,11.21,0,654,34.4,Charged Off
9300,36 months,13.23,314.39,C,8 years,MORTGAGE,105300,Source Verified,debt_consolidation,20.88,1,702,41.5,Charged Off
7500,60 months,13.36,172.03,C,7 years,MORTGAGE,68600,Source Verified,debt_consolidation,32.21,0,701,71.5,Fully Paid
15700,60 months,10.8,339.79,B,7 years,RENT,141600,Verified,credit_card,24.87,0,690,29.6,Charged Off
9000,60 months,19.39,235.4,E,3 years,RENT,20800,Not Verified,home_improvement,13.51,2,655,55.3,Fully Paid
16000,36 months,7.66,498.88,A,4 years,MORTGAGE,61800,Verified,credit_card,21.78,0,737,55.8,Fully Paid
11800,36 months,12.33,393.79,C,,MORTGAGE,28800,Source Verified,debt_consolidation,22.29,0,686,13.1,Fully Paid
10600,36 months,5.72,321.13,A,10+ years,RENT,98200,Source Verified,credit_card,25.19,0,741,23.7,Fully Paid
9800,36 months,15.1,340.2,D,4 years,MORTGAGE,62300,Not Verified,small_business,28.47,0,691,53.6,Fully Paid
13900,60 months,16.19,339.43,D,3 years,MORTGAGE,80000,Verified,credit_card,5.17,1,684,61.4,Charged Off
6800,36 months,22.93,262.98,F,2 years,MORTGAGE,68600,Source Verified,credit_card,50.0,0,631,69.6,Fully Paid
6400,36 months,19.35,235.73,D,5 years,RENT,18500,Source Verified,major_purchase,22.92,0,690,62.2,Charged Off
9400,36 months,11.51,310.02,B,10+ years,MORTGAGE,131600,Not Verified,car,16.84,1,705,75.5,Charged Off
40000,36 months,13.33,1354.12,C,10+ years,MORTGAGE,62500,Not Verified,credit_card,18.95,0,708,61.7,Fully Paid
15000,60 months,8.35,306.66,A,2 years,MORTGAGE,36400,Not Verified,debt_consolidation,18.56,0,750,29.6,Fully Paid
7700,36 months,15.8,269.95,D,10+ years,MORTGAGE,69700,Verified,debt_consolidation,18.7,2,678,39.0,Fully Paid
26500,36 months,14.59,913.32,C,5 years,RENT,90000,Source Verified,small_business,8.61,0,668,76.5,Fully Paid
24600,36 months,10.92,804.44,B,10+ years,MORTGAGE,34600,Verified,credit_card,12.92,0,715,56.4,Fully Paid
18800,60 months,17.94,476.78,E,10+ years,RENT,39400,Source Verified,credit_card,10.55,0,681,69.1,Fully Paid
8300,36 months,5.72,251.45,A,10+ years,RENT,78700,Source Verified,other,15.24,0,763,16.4,Fully Paid
9000,36 months,12.92,302.9,C,< 1 year,MORTGAGE,46400,Verified,debt_consolidation,14.84,0,684,44.0,Fully Paid
7400,36 months,10.51,240.55,B,10+ years,MORTGAGE,57800,Verified,home_improvement,14.36,0,724,77.0,Fully Paid
13600,60 months,13.13,310.35,C,10+ years,MORTGAGE,72500,Not Verified,debt_consolidation,24.4,1,705,18.9,Fully Paid
20800,36 months,11.28,683.73,B,10+ years,MORTGAGE,58200,Verified,debt_consolidation,9.36,0,726,16.6,Fully Paid
4900,36 months,10.34,158.89,B,2 years,MORTGAGE,85500,Verified,credit_card,19.12,0,706,34.8,Fully Paid
9000,36 months,16.32,317.84,D,< 1 year,OWN,104700,Verified,debt_consolidation,13.69,1,699,45.8,Fully Paid
10600,60 months,19.81,279.72,E,2 years,RENT,148400,Source Verified,other,13.57,0,671,47.2,Fully Paid
22700,36 months,15.35,790.8,C,10+ years,OWN,134500,Not Verified,credit_card,16.05,0,708,27.6,Fully Paid
8700,36 months,9.92,280.4,B,2 years,RENT,141500,Not Verified,major_purchase,10.31,0,713,10.8,Fully Paid
6000,36 months,12.42,200.49,C,1 year,RENT,97100,Not Verified,credit_card,17.13,1,728,59.9,Fully Paid
40000,36 months,11.09,1311.25,B,4 years,RENT,79100,Verified,debt_consolidation,20.74,0,714,74.5,Fully Paid
13000,36 months,5.74,393.96,A,10+ years,RENT,38600,Not Verified,debt_consolidation,16.52,0,736,79.6,Fully Paid
18400,60 months,18.55,472.76,D,1 year,MORTGAGE,122400,Not Verified,debt_consolidation,10.43,0,687,71.0,Charged Off
18100,36 months,14.02,618.79,C,10+ years,MORTGAGE,75200,Not Verified,debt_consolidation,14.39,1,706,42.1,Fully Paid
8800,60 months,15.51,211.71,D,,MORTGAGE,48300,Not Verified,home_improvement,10.78,0,677,32.1,Fully Paid
8900,60 months,8.35,181.95,B,10+ years,OWN,69700,Source Verified,debt_consolidation,30.96,1,714,93.5,Fully Paid
8700,36 months,15.26,302.7,C,9 years,MORTGAGE,54400,Source Verified,debt_consolidation,13.89,0,702,27.0,Fully Paid
10500,36 months,11.17,344.6,B,10+ years,MORTGAGE,204300,Not Verified,car,11.16,0,703,37.2,Fully Paid
11000,60 months,21.65,301.62,E,4 years,RENT,36000,Not Verified,debt_consolidation,9.98,0,651,61.8,Charged Off
16300,36 months,16.55,577.5,D,6 years,RENT,44700,Verified,debt_consolidation,24.24,1,703,17.7,Fully Paid
12400,36 months,13.37,420.02,C,10+ years,RENT,64100,Source Verified,debt_consolidation,16.53,0,689,41.1,Fully Paid
5200,36 months,10.35,168.65,B,10+ years,RENT,74000,Source Verified,debt_consolidation,16.41,1,713,55.9,Fully Paid
30600,36 months,7.84,956.64,A,10+ years,RENT,43800,Verified,debt_consolidation,16.52,0,731,88.8,Fully Paid
7400,36 months,15.24,257.39,C,1 year,MORTGAGE,55800,Verified,debt_consolidation,12.55,0,708,62.2,Fully Paid
8200,60 months,13.08,186.91,C,3 years,MORTGAGE,67400,Source Verified,debt_consolidation,15.12,0,712,41.8,Charged Off
10800,36 months,15.56,377.35,D,1 year,MORTGAGE,125100,Not Verified,debt_consolidation,18.63,3,669,29.3,Fully Paid
40000,36 months,13.46,1356.64,C,3 years,RENT,28600,Source Verified,car,36.27,0,678,62.8,Fully Paid
4200,36 months,13.49,142.51,C,10+ years,RENT,83600,Source Verified,credit_card,28.21,1,686,,Charged Off
24700,36 months,15.07,857.08,C,5 years,RENT,26000,Not Verified,debt_consolidation,24.25,0,695,72.9,Charged Off
8600,60 months,19.98,227.75,E,6 years,MORTGAGE,149300,Verified,debt_consolidation,12.72,0,658,94.6,Charged Off
10600,36 months,9.19,338.02,B,5 years,MORTGAGE,14600,Not Verified,debt_consolidation,17.12,1,711,57.4,Fully Paid
12900,60 months,13.55,297.16,C,7 years,MORTGAGE,185800,Not Verified,debt_consolidation,15.75,0,699,85.5,Charged Off
7400,36 months,5.94,224.92,A,1 year,RENT,80500,Source Verified,home_improvement,7.35,1,726,60.1,Fully Paid
3300,36 months,13.12,111.38,C,< 1 year,MORTGAGE,47600,Not Verified,debt_consolidation,12.14,0,700,87.8,Fully Paid
3200,36 months,7.35,99.32,A,8 years,RENT,111000,Not Verified,medical,45.33,0,771,52.9,Charged Off
32900,36 months,13.28,1112.97,C,2 years,RENT,36300,Verified,debt_consolidation,24.76,0,703,25.9,Fully Paid
32000,36 months,7.88,1000.99,A,10+ years,OWN,150000,Source Verified,credit_card,24.85,1,747,18.6,Fully Paid
23700,36 months,21.2,895.33,E,10+ years,RENT,37900,Not Verified,small_business,4.06,0,671,43.3,Fully Paid
12200,36 months,12.97,410.89,C,2 years,MORTGAGE,38300,Not Verified,debt_consolidation,17.67,0,705,19.3,Fully Paid
7400,36 months,6.19,225.76,A,5 years,OWN,43300,Source Verified,debt_consolidation,8.75,1,745,25.3,Fully Paid
13700,36 months,10.93,448.07,B,10+ years,MORTGAGE,46500,Source Verified,small_business,25.57,0,702,34.6,Fully Paid
18000,36 months,6.18,549.06,A,10+ years,MORTGAGE,102500,Verified,debt_consolidation,17.18,0,748,49.3,Fully Paid
6700,36 months,10.85,218.87,B,6 years,MORTGAGE,67000,Not Verified,other,10.88,0,708,84.9,Fully Paid
21200,36 months,13.02,714.52,C,4 years,MORTGAGE,129900,Not Verified,home_improvement,16.79,0,719,,Charged Off
8000,36 months,14.95,277.13,C,,MORTGAGE,92600,Verified,credit_card,11.7,1,698,56.6,Fully Paid
19100,36 months,14.37,656.23,D,2 years,MORTGAGE,40100,Verified,debt_consolidation,9.6,0,688,21.8,Fully Paid
6600,60 months,6.31,128.55,A,10+ years,MORTGAGE,43200,Not Verified,home_improvement,26.19,0,738,16.5,Fully Paid
13000,36 months,11.6,429.31,B,4 years,MORTGAGE,48000,Not Verified,debt_consolidation,10.11,1,727,53.0,Fully Paid
21900,36 months,7.02,676.41,A,10+ years,RENT,49100,Verified,debt_consolidation,12.65,0,748,44.8,Fully Paid
12700,36 months,7.69,396.16,B,10+ years,MORTGAGE,48100,Verified,car,29.69,0,704,37.0,Fully Paid
16400,60 months,5.8,315.54,A,7 years,MORTGAGE,59800,Not Verified,debt_consolidation,17.06,0,724,92.8,Fully Paid
16300,36 months,16.22,574.83,D,8 years,RENT,54600,Verified,other,11.66,0,687,48.0,Fully Paid
11700,36 months,7.02,361.37,A,< 1 year,RENT,81800,Verified,credit_card,27.18,0,752,69.9,Charged Off
3600,36 months,11.79,119.21,B,7 years,RENT,85500,Source Verified,home_improvement,15.02,0,711,80.5,Fully Paid
5000,36 months,11.72,165.4,B,2 years,RENT,184100,Not Verified,credit_card,18.88,0,705,44.0,Fully Paid
10400,36 months,13.31,351.97,C,5 years,OWN,119900,Not Verified,debt_consolidation,10.14,0,730,17.5,Fully Paid
13600,36 months,6.86,419.06,A,7 years,MORTGAGE,107400,Verified,debt_consolidation,27.66,0,764,42.0,Fully Paid
12000,36 months,12.51,401.5,C,8 years,MORTGAGE,93700,Not Verified,credit_card,20.66,0,715,29.3,Fully Paid
15900,36 months,11.64,525.38,B,10+ years,RENT,44500,Not Verified,credit_card,26.62,0,711,52.4,Fully Paid
6600,36 months,16.26,232.88,E,10+ years,RENT,36600,Source Verified,credit_card,12.15,0,666,44.8,Charged Off
9400,60 months,9.36,196.77,B,10+ years,RENT,48700,Verified,debt_consolidation,27.58,0,710,69.1,Charged Off
6900,36 months,20.73,259.0,E,5 years,RENT,57100,Verified,debt_consolidation,29.61,2,664,56.5,Charged Off
28600,36 months,14.06,978.31,C,10+ years,RENT,40100,Not Verified,debt_consolidation,25.84,0,689,29.6,Charged Off
38600,60 months,7.46,772.73,A,6 years,MORTGAGE,59100,Verified,debt_consolidation,13.43,1,723,42.1,Fully Paid
10500,60 months,15.94,255.0,D,1 year,RENT,38600,Not Verified,debt_consolidation,14.42,0,692,37.8,Fully Paid
7200,36 months,6.76,221.53,A,5 years,RENT,353200,Not Verified,small_business,10.96,0,739,32.9,Fully Paid
14600,36 months,13.44,495.03,C,10+ years,MORTGAGE,83300,Verified,debt_consolidation,11.43,0,717,69.3,Fully Paid
9500,60 months,7.68,191.17,A,4 years,RENT,25800,Not Verified,credit_card,16.29,1,737,85.7,Fully Paid
16900,60 months,14.26,395.52,C,9 years,RENT,44600,Source Verified,home_improvement,32.25,1,691,63.4,Fully Paid
9900,36 months,13.71,336.97,C,9 years,MORTGAGE,38800,Source Verified,major_purchase,34.78,0,707,44.7,Fully Paid
13300,36 months,9.36,425.17,A,4 years,MORTGAGE,56500,Source Verified,credit_card,18.3,0,762,38.1,Fully Paid
14100,60 months,11.01,306.64,B,7 years,OWN,93700,Source Verified,car,14.77,1,732,56.1,Fully Paid
6900,36 months,13.85,235.32,C,3 years,RENT,98500,Source Verified,debt_consolidation,15.42,1,707,47.2,Fully Paid
18000,36 months,9.22,574.24,B,10+ years,OWN,57300,Verified,credit_card,23.92,0,723,36.7,Fully Paid
12200,36 months,22.78,470.86,E,10+ years,RENT,38200,Not Verified,major_purchase,13.68,1,656,20.2,Fully Paid
16600,60 months,13.38,380.94,C,5 years,MORTGAGE,29700,Verified,debt_consolidation,29.04,0,718,58.3,Fully Paid
9300,36 months,10.01,300.13,B,10+ years,MORTGAGE,165800,Verified,debt_consolidation,22.37,0,711,60.3,Fully Paid
14900,60 months,7.03,295.25,A,8 years,MORTGAGE,58100,Source Verified,major_purchase,17.77,0,723,32.5,Fully Paid
13700,36 months,30.0,581.59,G,10+ years,MORTGAGE,89200,Not Verified,debt_consolidation,5.62,0,634,37.3,Fully Paid
19500,60 months,13.33,446.99,C,10+ years,OWN,142700,Source Verified,car,27.52,0,698,52.7,Fully Paid
16000,60 months,7.55,320.99,A,10+ years,MORTGAGE,33300,Verified,debt_consolidation,11.92,0,744,23.7,Fully Paid
21500,36 months,6.31,657.1,A,10+ years,RENT,37200,Not Verified,debt_consolidation,17.83,0,734,64.2,Fully Paid
16800,60 months,11.26,367.45,B,10+ years,MORTGAGE,35600,Verified,debt_consolidation,35.05,0,713,21.1,Fully Paid
7400,36 months,14.37,254.25,C,1 year,MORTGAGE,53000,Verified,other,10.35,1,701,29.6,Fully Paid
18700,36 months,13.17,631.61,C,3 years,MORTGAGE,66900,Source Verified,home_improvement,24.83,0,720,41.0,Fully Paid
20400,60 months,6.08,395.15,A,10+ years,OWN,86900,Verified,credit_card,18.37,0,746,9.6,Charged Off
22300,60 months,18.16,568.22,E,10+ years,MORTGAGE,59800,Source Verified,debt_consolidation,30.04,0,674,29.6,Charged Off
15400,36 months,10.08,497.49,B,10+ years,MORTGAGE,56000,Source Verified,debt_consolidation,24.25,0,718,73.2,Fully Paid
16100,36 months,22.0,614.87,E,1 year,RENT,45000,Source Verified,debt_consolidation,34.09,0,651,45.8,Fully Paid
16500,60 months,13.62,380.68,C,10+ years,RENT,199500,Verified,credit_card,11.55,0,689,52.4,Charged Off
8600,36 months,11.33,282.9,B,3 years,RENT,60500,Not Verified,debt_consolidation,19.17,1,715,77.2,Fully Paid
23300,36 months,10.52,757.53,B,9 years,MORTGAGE,63900,Not Verified,credit_card,10.18,0,700,51.8,Fully Paid
17500,36 months,15.55,611.37,D,< 1 year,OWN,97700,Verified,home_improvement,13.61,0,682,48.7,Fully Paid
9600,36 months,11.26,315.48,C,10+ years,RENT,56300,Not Verified,debt_consolidation,22.28,0,708,60.4,Fully Paid
5800,60 months,21.61,158.91,E,5 years,OWN,88400,Source Verified,debt_consolidation,15.41,0,670,67.7,Fully Paid
5900,60 months,13.96,137.16,C,10+ years,MORTGAGE,46800,Verified,debt_consolidation,23.32,1,695,16.5,Charged Off
15500,60 months,7.78,312.65,A,5 years,MORTGAGE,62800,Not Verified,debt_consolidation,41.81,0,729,33.9,Fully Paid
15700,36 months,9.32,501.6,B,10+ years,MORTGAGE,50300,Not Verified,other,5.85,0,713,56.6,Fully Paid
